system:index,Constant,NDVI,latitude,longitude,sensPredictions,yearOffset,.geo
0_421_0,1.0,0.4637437,69.12217209373856,-50.24802898521693,0.4512952346000663,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_440_0,1.0,-0.027736131,69.68981752177368,-53.120481937717514,0.02542450022910097,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_503_0,1.0,0.0031768444,71.15290362501915,-53.49597772647948,0.015559911048753023,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_508_0,1.0,-0.028304208,71.75675115900428,-51.94359908399253,0.04210222645673491,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_534_0,1.0,-0.06365814,80.97328631101375,-63.10669362516059,0.004747275741001507,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_574_0,1.0,0.03814262,70.08642371971244,-51.0707061224136,0.041589513068287585,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_587_0,1.0,0.06446141,69.56531102339471,-50.57196147667044,0.06593410348589902,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_600_0,1.0,-0.14862506,75.30554568891846,-57.97587604838353,-0.007521963158985607,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_630_0,1.0,0.3401089,69.78683557245859,-51.116879528017336,0.334092801858759,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_646_0,1.0,-0.001747488,80.91507548060281,-59.88075360835898,-4.973916996776897E-4,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_651_0,1.0,0.50889915,67.95804531704806,-51.78046502839643,0.4915521849264205,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_658_0,1.0,-0.07847883,76.26773118973888,-61.64432617414242,-0.02022686674918387,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_675_0,1.0,-0.08310947,76.28704496834744,-61.67109596960918,-0.0020396101067573355,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_687_0,1.0,0.033195022,80.59383793500167,-61.837284297171294,0.08471844141345664,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_761_0,1.0,-0.040888645,75.45843895027559,-57.607297287309294,-0.02164399784715986,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_797_0,1.0,0.18481013,80.19624359025036,-59.51055787977332,0.13100945138731543,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_817_0,1.0,-0.1494227,74.58976807053202,-56.02051316944057,-0.036990475546312955,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_846_0,1.0,-0.12928666,70.39382720993815,-50.099537468751976,-0.025602642415089458,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_887_0,1.0,-0.10701513,80.77987903034283,-62.47859157850422,-0.011195696969648637,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_898_0,1.0,-0.093954735,68.40423851867023,-50.745426158033915,-0.030269125308296948,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_948_0,1.0,0.036319613,69.9334406268269,-54.5476354295982,0.19125900319315448,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_952_0,1.0,-0.05421081,76.27662451105166,-61.65025505501761,5.105914420473957E-5,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_975_0,1.0,-0.045500215,68.72933881999309,-49.334172846682144,-0.01121846871591233,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1021_0,1.0,-0.05904483,67.56081029841042,-49.30174366492543,-0.010471003258617015,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1034_0,1.0,-0.30960855,74.4551106094425,-56.22748501090171,-0.014460717180473419,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1036_0,1.0,0.47741064,70.09271192670128,-52.16440498082911,0.45150023111244425,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1092_0,1.0,0.1042542,69.62891174551038,-52.0515765811437,0.11894160867722366,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1100_0,1.0,-0.04212047,76.30060952913765,-61.07901636584601,0.004249316876400474,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1163_0,1.0,0.024639703,70.49964875040743,-50.471978985547935,0.03665513573710781,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1192_0,1.0,-0.009884986,69.9508679433388,-50.06099974306325,0.0027614543247823694,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1223_0,1.0,-0.026629834,76.21967132203848,-59.468426892948116,3.717347216167658E-4,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1240_0,1.0,0.3749524,68.39893845849393,-51.00872236780935,0.3729608583881176,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1251_0,1.0,-0.07915994,71.4141337096411,-51.604485064237416,-0.03334323363975446,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1256_0,1.0,-0.048780486,68.21487365677784,-49.98221749264597,-0.010711734702244373,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1283_0,1.0,-0.072195195,68.86830819444637,-49.3691173112344,-0.012822936908379694,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1290_0,1.0,-0.122533746,71.44844935349447,-52.37946165984732,0.015431347022447027,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1357_0,1.0,0.05136084,81.11710658800129,-62.97491077298026,0.06784984364660969,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1362_0,1.0,-0.23934427,74.78461265565754,-57.15445655258464,-2.0200538926923534E-4,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1390_0,1.0,-0.13169242,75.26808594157067,-57.698925446289486,-0.02119509584603413,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1410_0,1.0,-0.055272315,75.88370140577778,-58.85460805930925,-0.020222131190326877,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1432_0,1.0,0.072614454,80.61701446933195,-62.44544374452021,0.08142375892409412,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1463_0,1.0,-0.021440478,74.25272017593038,-55.03182736773862,-0.013779230878558915,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1470_0,1.0,-0.03945425,75.5508755930115,-57.4600634122421,-0.026476295414049052,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1494_0,1.0,-0.17301771,75.16468985236851,-57.80007574728134,-0.07178698850917462,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1508_0,1.0,0.3185244,70.76680771590458,-54.11060504387405,0.3128601422273626,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1530_0,1.0,-0.026803885,72.44063858480447,-52.043851069700274,-0.008802988271007046,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1557_0,1.0,0.031114612,70.0213856931422,-51.47252254900025,0.0344097792605163,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1570_0,1.0,0.14236902,70.57582588650077,-52.94010022866632,0.1701867483294239,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1600_0,1.0,-0.029926004,75.97065832528055,-59.29415372782893,-0.01641674488187999,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1613_0,1.0,0.063004844,80.63426212278705,-61.93951257650409,0.06922851205286504,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1619_0,1.0,-0.19637282,69.21155446450845,-50.71829703645351,-0.020092619313586916,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1649_0,1.0,-0.10180858,68.86588274317926,-50.13331412343487,-0.03766931251179234,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1660_0,1.0,-0.14691943,69.87531962794436,-52.6866854870162,-0.05121704203173412,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1829_0,1.0,-0.072822765,69.37495801468978,-50.095764544558676,-0.034578355076861356,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1875_0,1.0,0.088743754,75.6568767965376,-58.33430384674722,0.09545988621338138,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1882_0,1.0,-0.0369134,76.29845357245577,-60.81482184078646,-0.019457891743754282,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1938_0,1.0,0.119924456,69.92257101188905,-51.1211016098527,0.11955802920726696,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1944_0,1.0,-0.14474861,71.46120543052896,-51.39194366801473,-0.07712871101799022,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1970_0,1.0,-0.014299661,68.41465897596602,-50.66853036971328,-0.014284291896968056,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1972_0,1.0,-0.05931187,76.09013425806845,-60.04451648465397,-0.022767617891775,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1987_0,1.0,-0.061340425,67.26445608617938,-49.3090200187268,-0.012017745810614863,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2019_0,1.0,0.25714287,69.92921854499153,-54.82755047212984,0.3376911163166522,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2045_0,1.0,-0.09124311,71.74875615297562,-51.251806483692086,-0.014909338183818158,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2060_0,1.0,-0.02014443,70.32878918336789,-52.53603801386936,0.014027966324621726,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2149_0,1.0,-0.11806256,75.9446970135695,-59.51855288580199,-0.022360032505756234,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2167_0,1.0,-0.0418483,69.63609826778334,-54.5904850686507,-0.027751683414950108,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2227_0,1.0,-0.00868229,80.7752077908654,-60.53140336864674,0.0021544709468046194,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2243_0,1.0,0.16168183,71.60206126707891,-53.35449306923066,0.2049723661600654,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2251_0,1.0,-0.024331871,76.54423263419086,-60.29784139477567,0.009844070106256719,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2258_0,1.0,-0.037725147,69.84181246784671,-53.06685251525558,-0.01238188614692529,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2310_0,1.0,0.3315234,68.48329026367276,-51.085438493073156,0.33863611831086043,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2323_0,1.0,-0.031615254,81.0427260824762,-60.53948820620382,-5.092828035339783E-4,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2327_0,1.0,-0.025641026,80.8000012927071,-58.10002322064885,-0.0070368490178647596,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2358_0,1.0,-0.12417592,67.41555271696829,-49.54770238971736,-0.011462519990225494,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2426_0,1.0,0.22301729,69.44682323741935,-50.47332645847411,0.23486088881634512,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2443_0,1.0,-0.035799522,80.67567445738496,-59.223995304139194,0.029777520597426523,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2472_0,1.0,-0.10970503,67.63707726603216,-49.62980840668588,-0.017957606973064408,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2474_0,1.0,0.17440185,69.91367769057626,-51.18236671222965,0.32670364438807703,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2479_0,1.0,-0.040214956,75.85405700140184,-59.63245926382834,-0.01714647123984735,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2527_0,1.0,-0.038162284,69.8373208914261,-53.52355600570195,-0.005671387930208824,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2545_0,1.0,-0.04012477,69.75332841236093,-54.210407871939736,4.06721245848637E-4,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2569_0,1.0,-0.103748664,69.67508515111412,-49.8674127993355,-0.026767126042861217,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2576_0,1.0,0.35610372,69.74614189008797,-50.51590660294138,0.3539802578291582,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2608_0,1.0,0.019145804,70.51087769145892,-53.194952274771026,0.03353226858539034,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2644_0,1.0,0.11222949,70.7136274510847,-50.83804246382664,0.16862713420493577,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2656_0,1.0,-0.021221127,72.15272853624417,-51.643741442153434,-0.0030095764762790044,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2676_0,1.0,0.3253925,67.90468538917136,-53.19369463337326,0.3205489144756189,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2694_0,1.0,0.30643046,69.5719585564972,-54.55167784837674,0.4402871985989615,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2759_0,1.0,-0.07399142,68.48598520952511,-49.303270800908436,-0.012673623347621127,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2786_0,1.0,0.03984451,68.3701923694021,-52.09379739949732,0.3504719042654034,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2789_0,1.0,0.30508474,69.63726607765268,-53.77032321424958,0.40219182302043677,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2790_0,1.0,0.22889674,70.26734441793413,-52.25998572705943,0.21269201429809162,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2884_0,1.0,0.33279288,70.53037113312432,-52.902640481318535,0.30777896020279183,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2897_0,1.0,0.17779292,71.2819016998187,-51.52103157434271,0.17349609712814373,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2981_0,1.0,0.19701214,67.79239597865643,-49.908555639348165,0.19829149156172243,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3008_0,1.0,0.5011802,67.43064441374149,-51.106189576136316,0.5757748876945167,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3010_0,1.0,0.01510574,70.59388202371157,-53.705375019207736,0.022396823354670768,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3036_0,1.0,-0.08579466,68.66097702687159,-50.92958079127842,-0.05223492802883763,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3043_0,1.0,-0.016812723,80.36997776619909,-58.15338314852555,-0.009146982859853998,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3070_0,1.0,-0.06958862,69.56324489824124,-49.820880067618106,-0.014419388445188322,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3098_0,1.0,-0.02903453,68.69924525797508,-49.8321090086696,-0.007358582623862194,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3144_0,1.0,0.433047,67.31413292139119,-51.68901653247306,0.4360544443259309,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3236_0,1.0,0.1969941,70.66835236076507,-53.78784036228991,0.30085384204661386,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3282_0,1.0,0.39588255,70.00818045846563,-54.12767303427233,0.37381962546765246,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3301_0,1.0,-0.030461412,74.38773696313353,-55.337793553509734,-0.016539144000555086,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3333_0,1.0,0.010287336,69.53413948303577,-53.4555535386941,0.0193450696911318,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3353_0,1.0,-0.005567929,69.62109640253854,-50.10232224613275,0.014292122650691928,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3367_0,1.0,0.19327731,71.58714923336252,-53.430041384625106,0.20972490011281583,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3382_0,1.0,-0.033439778,75.97784484755351,-58.972017866943666,-0.002488870170476271,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3511_0,1.0,0.4375602,69.73787738947408,-52.24300756818957,0.43470076833569554,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3515_0,1.0,-0.07259159,69.78827287691318,-53.73394144524274,-0.007544085175657022,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3558_0,1.0,-0.012146818,69.4930864745515,-49.39013788888279,-0.007753087857514864,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3602_0,1.0,0.23290387,70.60268551349594,-50.95185901032458,0.21586218891074718,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3646_0,1.0,4.7915668E-4,71.25836583937478,-52.528312502425926,7.089942911692878E-4,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3681_0,1.0,0.4329897,68.0146391799476,-50.62568073066078,0.3947062818096436,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3712_0,1.0,-0.066060446,80.98370676830955,-63.248537608523066,0.018533167359543606,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3719_0,1.0,0.42487618,67.3254516939711,-51.737525557815516,0.5963393541255682,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3726_0,1.0,-0.032358024,69.85340073501185,-52.91683386280762,0.0025000841866373758,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3732_0,1.0,-0.012715033,70.18955031432937,-50.57950732505704,-0.005504734031229048,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3756_0,1.0,-0.017297672,81.02610724971998,-58.484951319894066,-0.0013645459614739382,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3760_0,1.0,-0.30266076,80.70819347067008,-61.275388086954536,-0.027138868932164877,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3762_0,1.0,0.3697664,67.83264050338498,-53.50172694429784,0.44586735647841924,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3769_0,1.0,-0.016599372,70.2665359341784,-51.908834282497104,0.012484867563934713,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3784_0,1.0,-0.08054618,68.42391162339246,-49.48239486856187,-0.00831966247032341,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3798_0,1.0,-0.08212128,72.12353328951029,-52.272741804093926,-0.04093266505637404,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3809_0,1.0,0.28190744,68.90945103445905,-50.940450406216264,0.3590316616298506,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3817_0,1.0,-0.0658574,68.98850277946157,-49.66574101805066,-0.01681460714544775,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3856_0,1.0,-0.19139785,67.55676787963188,-52.21156653324539,-0.07786050217158255,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3883_0,1.0,-0.04429012,74.51475874430804,-55.786052880285375,-0.00546089780979679,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3907_0,1.0,0.068921775,69.87172636680788,-52.61059818245128,0.07651704152568445,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3924_0,1.0,0.113702625,69.54330229893378,-52.673031094697585,0.10175566036850599,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3926_0,1.0,0.19570173,71.2306977286239,-52.12793338029386,0.40312117188192986,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3954_0,1.0,-0.028452463,80.752660077234,-58.36700252308917,0.005328494579718242,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4063_0,1.0,-0.10636231,74.67376054959719,-56.372293434701774,-0.0016853204357773527,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4070_0,1.0,-0.026412325,75.88109629145383,-58.39835372650494,3.014633422507493E-4,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4085_0,1.0,0.03996004,80.71573931905668,-62.00985066325065,0.056385039031151406,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4115_0,1.0,-0.12657167,70.7241377399089,-50.63915545992258,-0.12933017301014726,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4116_0,1.0,-0.14575104,80.7120562263918,-60.6174619728654,-0.0036598557513180057,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4133_0,1.0,-0.045515396,76.3069875676549,-60.43555312783119,-0.008243735171413113,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4147_0,1.0,0.1548583,71.63970067748352,-52.098917796616796,0.15557416633684923,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4175_0,1.0,0.4199584,70.43721583816112,-53.30652303305867,0.4068857064950908,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4184_0,1.0,-0.043330017,68.27533027539909,-50.13753620527024,-0.017695308624379926,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4187_0,1.0,-0.15225486,80.67324900611783,-60.625906136536116,-8.153283281509459E-4,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4224_0,1.0,0.516129,67.83533544923733,-50.77435191018257,0.5046660445325535,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4296_0,1.0,0.018382804,71.79061764521559,-51.92545311525332,0.027550120190231616,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4324_0,1.0,-0.013320647,70.08795085569545,-53.48142501887674,0.010958360009031592,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4334_0,1.0,0.15709779,67.80012149009985,-49.8907689967226,0.14514339406848903,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4356_0,1.0,0.045619115,69.59405711248654,-53.77077237189164,0.06686683113374017,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4366_0,1.0,-0.026321948,76.40436494445345,-60.53499662978322,9.10954148913671E-4,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4376_0,1.0,0.52063495,68.10662666504143,-51.1203829576254,0.4938937648402604,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4393_0,1.0,0.4019608,67.6839693238632,-53.399498664965044,0.4902542469715042,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4397_0,1.0,0.16313933,70.49380970106066,-53.82089836474551,0.16381932494048593,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4423_0,1.0,-0.081073806,67.27002564094093,-49.56557886387134,-0.017545052392912056,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4494_0,1.0,-0.0969864,71.41575067715252,-50.900116049959294,-0.005179248514082945,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4503_0,1.0,-0.07804215,69.7929441163906,-50.04644703546052,-0.048474371959220386,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4509_0,1.0,-0.027570548,68.64040560686526,-50.230960994818666,-0.016203624137884697,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4569_0,1.0,0.059431523,80.43609377111028,-60.333594343083625,0.09652228166132576,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4580_0,1.0,-0.061284155,69.80623918259558,-53.52265769041783,0.01396792726090588,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4652_0,1.0,0.32305467,68.15127293466217,-51.14975786741611,0.4804936334548183,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4674_0,1.0,0.19626169,69.6854157768815,-53.65956093971764,0.28335205907962757,-0.47639582,"{""type"":""MultiPoint"",""coordinates"":[]}"
